0.089238845,0.317585302,0.593175853
0.115151515,0.477272727,0.407575758
0.049940547,0.200951249,0.749108205
0.028678304,0.099750623,0.871571072
0.023837902,0.067938021,0.908224076
0.033919598,0.148241206,0.817839196
0.014423077,0.199519231,0.786057692
0.020725389,0.207253886,0.772020725
0.013722127,0.25728988,0.728987993
0.019650655,0.203056769,0.777292576
0.006116208,0.259938838,0.733944954
0.058510638,0.287234043,0.654255319
0.007246377,0.152173913,0.84057971
0.029411765,0.117647059,0.852941176
0,0.03030303,0.96969697
0,0,1
